Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,Rolling Avg (7d),Volatility (14d),Growth Spike
419.95541246483856,431.3416287639885,419.6963985253484,429.3293762207031,20207200,0.0,0.0,,,,False
428.19374634076934,430.8136785324232,426.10178307894205,429.5485534667969,18302000,0.0,0.0,0.0005105107132969966,,,False
431.3715193088951,437.98610309109085,430.973057365549,435.7447204589844,26009400,0.0,0.0,0.014424834962612598,,,False
436.2428234590915,442.9570002031869,434.4995257845279,440.9248046875,21697800,0.0,0.0,0.011887887529788754,,,False
440.605999369761,444.3914637865622,440.0780304611881,441.87115478515625,18821000,0.0,0.0,0.002146284553727895,,,False
440.904882933204,446.61291802797285,438.8129196876974,444.311767578125,19144400,0.0,0.0,0.005523358487057983,,,False
442.6880177694449,447.89796761162455,439.9086948512907,441.6320495605469,18469500,0.0,0.0,-0.006031165981006614,437.62320382254467,,False
442.34933339299914,448.6252234428676,442.34933339299914,447.2704162597656,19200200,0.0,0.0,0.01276711394661989,440.1862095424107,,False
447.389907127457,454.4129240722559,447.389907127457,447.83819580078125,20834800,0.0,0.0,0.0012694323621122994,442.7990155901228,,False
446.722508676707,449.7010474581427,443.8734464678006,445.5569763183594,20177800,0.0,0.0,-0.0050938475186173005,444.20076642717635,,False
445.55695084461104,450.4481492573408,443.57458224663304,449.86041259765625,23598800,0.0,0.0,0.009658554366842598,445.47728184291293,,False
449.2826833242326,453.5462901057899,447.84819595840975,452.7194519042969,22733500,0.0,0.0,0.006355392087362244,447.02703857421875,,False
449.59148560028365,450.9163784238889,435.34623528561843,435.71484375,24444500,0.0,0.0,-0.037561028320673095,445.7989065987723,,False
439.92861811038824,441.4826409757379,434.64892893973837,435.356201171875,22963700,0.0,0.0,-0.000823113059537528,444.90235682896207,,False
431.4512325197303,442.04052591747404,426.98840977197597,434.9278869628906,64263700,0.0,0.0,-0.0009838247573629166,443.1391383579799,0.012841517042998815,False
435.06732205874545,435.97384050264867,431.1722932989543,433.5830383300781,19152500,0.0,0.0,-0.0030921186548961144,441.1026872907366,0.012888169832813686,False
432.98533109593694,437.91638528778583,432.52710135873434,437.64739990234375,7164500,0.0,0.0,0.00937389430158353,439.9727478027344,0.012541851300933767,False
437.3983540840164,439.2512462781778,434.9577555797017,436.43206787109375,8194200,0.0,0.0,-0.0027769661867548256,438.0544128417969,0.01211232384708981,False
432.9355230391817,433.5531436249425,424.71711987555517,428.881103515625,18117700,0.0,0.0,-0.017301580042690667,434.648934500558,0.012857749680384337,False
424.42821148968693,425.91249514442245,420.2841404099869,423.2029113769531,13158700,0.0,0.0,-0.013239548425254877,432.8615155901228,0.012984736237899442,False
424.4680695178944,425.09566152109494,419.0489019483089,419.88568115234375,13246500,0.0,0.0,-0.007838391786616716,430.6514413016183,0.013021928733881236,False
423.90026204092493,424.43820240788705,413.2611726539346,416.97686767578125,16896500,0.0,0.0,-0.0069276319892106475,428.0870099748884,0.012162480573885408,False
419.4672816518615,422.40599553232005,417.93320162542307,421.7286071777344,16662900,0.0,0.0,0.011395690913117651,426.39351981026783,0.01284149301118577,False
426.3607841744266,432.6565862275622,423.85044657634234,426.21136474609375,20573600,0.0,0.0,0.01062948420397336,424.75980050223217,0.013431677703890369,False
427.356962317073,429.00063686122985,419.18835553907815,420.7523498535156,18139100,0.0,0.0,-0.012808233998711449,422.5198407854353,0.013131311314683758,False
421.8381668103431,425.3347334633813,419.9255373117582,422.9339599609375,15054600,0.0,0.0,0.005185021802448508,421.67024884905135,0.013059141442863974,False
423.0036976315441,423.0833778600729,413.4304875422897,417.345458984375,20201100,0.0,0.0,-0.01321364918787471,420.8334699358259,0.009489653983869509,False
413.6496498082875,416.8971739621178,410.71096634455273,415.5921936035156,17604800,0.0,0.0,-0.0042009930696885744,420.2201145717076,0.00947215079357653,False
416.2098216251219,418.13242259689986,409.1469793562449,414.0780334472656,16935900,0.0,0.0,-0.003643379686998016,419.80599539620533,0.009449386435837162,False
417.5247525233758,426.51019531397225,416.6680304830878,424.67724609375,19637800,0.0,0.0,0.025597138196982394,420.2272295270647,0.012235660849544975,False
427.0581034768278,427.8450559110229,422.76461308505725,422.953857421875,15300000,0.0,0.0,-0.004058113985919931,419.7618713378906,0.011845236950534332,False
432.4274589059452,432.81597982276594,426.53014915865293,427.3868408203125,26197500,0.0,0.0,0.01048100950174291,420.70965576171875,0.012330365604841537,False
